"Tag Summary Report"
"12/01/2024 00:00 - 01/01/2025 00:00"

Incident,"Ad Tag ID",Hash,"Tag Name","Scan Type","Hit Type","Scan Date","Scan ID",Example,csid,"Comment Type","Comment Text","Threat Behavior","Expected Behavior","Malware Condition","Named Threat","Resolution Reason"
TMT-20240503-MWB,pluto_tmt_cr_f074fbb7ecbffe0fa1a9a7ea4a6e3803,a5990fb3a9e50f4a2da8c3f800558175,pluto_tmt_mobile_647_121162_13_RTB,Tag,"Malicious - Indirect Evidence","2024-12-18 09:57 +0000",124337511097,https://www.themediatrust.com?scsh=124337511097,3UE4JbM41vk4,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20231122-BCO,pluto_tmt_cr_0769f6ba3f6e7bb1a79eb03e02d781ed,8d68492a1e79ceb957b6e708daecd54d,pluto_tmt_mobile_324_121919_3_1_RTB,Tag,"Malicious - Indirect Evidence","2024-12-18 09:46 +0000",124337295367,https://www.themediatrust.com?scsh=124337295367,3UE4FMb81WMe,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20241214-SPC,pluto_tmt_cr_511cf7fa6ad17f7065a73c5af37052b8,ca24c74408732acf1ea13b93697fa305,pluto_tmt_mobile_367_681224082300548226|8a579d6b9e46eaa8_RTB,Tag,Resolved,"2024-12-18 09:09 +0000",124336495954,https://www.themediatrust.com?scsh=124336495954,3UE43tL323yv,SocGholish,"This malware campaign employs a sophisticated, multi-layered drive-by strategy to infect users. It deceives them into downloading malicious JavaScript under the guise of software updates such as urgent browser updates. Once the user downloads or installs these files, the embedded JavaScript executes, retrieving additional malicious components. These components establish command and control communication, ultimately delivering the final payload that includes Remote Access Trojans (RATs), information stealers, and more.",Backdoor,"Compromised Content",SocGholish,SocGholish,"No Longer Compromised"
TMT-20240703-YMJ,pluto_tmt_cr_20037c5c9a44fd919bb63efeede45e80,55425ed36c24488248adbf403a7a24d0,pluto_tmt_mobile_141_362437_367_232191_RTB,Tag,Malicious,"2024-12-18 08:44 +0000",124336012277,https://www.themediatrust.com?scsh=124336012277,3UE3EjLE1UjA,"Phishing Domain","Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,"Phishing Domain",,
TMT-20240518-KYG,pluto_tmt_cr_e09d3c91ae15b531adefc7518288324b,1f9e405ea84fc268102d2e0020d5f02d,pluto_tmt_mobile_187_634775_RTB,Tag,"Out Of Browser Redirect","2024-12-18 08:40 +0000",124335914926,https://www.themediatrust.com?scsh=124335914926,3UE3DT5o1Ck2,"App Store Redirect Android","This content has been seen to trigger click fraud activity in ad delivery as well as auto redirect users to the Google Play store without any user initiation. This content triggers a click action when the user has not yet clicked on any items causing the fraud to take place. The user is taken out of their current browser (or app) and forced into the Google Play store. Although not necessarily malicious, this behavior is unwanted and because of this, TMT is alerting on its presence.Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.","Ad Fraud","Out-of-browser Redirect","App Store Redirect Android",,
TMT-20240429-OMT,pluto_tmt_cr_93f1ea9cb07c689c2a9ebb7b601171cf,a41bd566f83a9260994991ad230dfc75,pluto_tmt_mobile_659_176_CR51790098_RTB,Tag,Scam/Fraud,"2024-12-18 08:34 +0000",124335780419,https://www.themediatrust.com?scsh=124335780419,3UE3BaWL1UZ9,"Ad Fraud","The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.","Ad Fraud","Impression Fraud","Ad Fraud",,
TMT-20230609-OEC,pluto_tmt_cr_e77eef76f4c37f2c0148bd78c803c2a5,bb9f85295beccc8fc1a86984e8099281,pluto_tmt_mobile_159_UUVFRkoJHANeUjFEBQpbBFk5WQVRFRZM_RTB,Tag,"Malicious - Indirect Evidence","2024-12-18 08:16 +0000",124335436831,https://www.themediatrust.com?scsh=124335436831,3UE36AiF1c5p,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20231122-BCO,pluto_tmt_cr_091674b7f7bc6ce1ee7f8731b34003eb,0d4bfcad1f15e08cbe932e48544e55d3,pluto_tmt_mobile_159_UUVFRkoJHANeUjFEBQpbBFk5XGtSRlwXAgg_RTB,Tag,"Malicious - Indirect Evidence","2024-12-18 08:01 +0000",124335123943,https://www.themediatrust.com?scsh=124335123943,3UE31PXb2hun,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20231122-BCO,pluto_tmt_cr_fdf8fd90d3fc8d9d545e59fecca920b5,4ddeb38a60ba079b9c5fa5bf08467b86,pluto_tmt_mobile_324_UUVFRkoJHANeUjFEBQpbBFk5XGtSRlwXAgg_RTB,Tag,"Malicious - Indirect Evidence","2024-12-18 07:13 +0000",124334166834,https://www.themediatrust.com?scsh=124334166834,3UE25H322d5q,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20240424-UAH,pluto_tmt_cr_92bdd2a329df5bc73e75531be35071fb,0392a3ee53d34dfa909dbb0cf5bb1fee,pluto_tmt_mobile_622_556010-176_CR51519018_RTB,Tag,"Out Of Browser Redirect","2024-12-18 06:56 +0000",124333840468,https://www.themediatrust.com?scsh=124333840468,3UE1JFcY2uSF,"App Store Redirect Android","This content has been seen to trigger click fraud activity in ad delivery as well as auto redirect users to the Google Play store without any user initiation. This content triggers a click action when the user has not yet clicked on any items causing the fraud to take place. The user is taken out of their current browser (or app) and forced into the Google Play store. Although not necessarily malicious, this behavior is unwanted and because of this, TMT is alerting on its presence.Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.","Ad Fraud","Out-of-browser Redirect","App Store Redirect Android",,
TMT-20240703-YMJ,pluto_tmt_cr_83a2267908dc6b58e26c090b44cc54b9,7ab9e0de4e9294509fc7313c41b708be,pluto_tmt_mobile_715_362437_367_227514|c4e816c529688a2a_RTB,Tag,Malicious,"2024-12-18 06:54 +0000",124333799831,https://www.themediatrust.com?scsh=124333799831,3UE1Htn92f4p,"Phishing Domain","Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,"Phishing Domain",,
TMT-20230609-OEC,pluto_tmt_cr_7737a7a4bfe10dc52f001ebd2ad0353a,ef4eaa148e644c97201f77e376bc538f,pluto_tmt_mobile_324_UUVFRkoJHANeUjFEBQpbBFk5WQVRFRZM_RTB,Tag,"Malicious - Indirect Evidence","2024-12-18 06:43 +0000",124333576183,https://www.themediatrust.com?scsh=124333576183,3UE1ENbx2Q5c,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20231122-BCO,pluto_tmt_cr_0123c5d9b04788066351f2586fb19bbc,0fdc12abb7bcbbff3c45e87aaa7c399d,pluto_tmt_mobile_324_308_119400_1_65_RTB,Tag,"Malicious - Indirect Evidence","2024-12-18 06:27 +0000",124333269721,https://www.themediatrust.com?scsh=124333269721,3UE19Tom136o,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20231122-BCO,pluto_tmt_cr_091674b7f7bc6ce1ee7f8731b34003eb,dd3950bdde0b3ba743bad1ddeea89f07,pluto_tmt_mobile_159_UUVFRkoJHANeUjFEBQpbBFk5XGtSRlwXAgg_RTB,Tag,"Malicious - Indirect Evidence","2024-12-18 05:19 +0000",124331963340,https://www.themediatrust.com?scsh=124331963340,3UDz6vvA1sXX,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20231122-BCO,pluto_tmt_cr_f3118bfa2142e814732b658c43e7ac37,5d55a98ecc809a51e42578030dd5b654,pluto_tmt_mobile_324_308_120981_1_41_RTB,Tag,"Malicious - Indirect Evidence","2024-12-18 02:08 +0000",124328212025,https://www.themediatrust.com?scsh=124328212025,3UDw3U1w2aRz,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20241213-LXJ,pluto_tmt_cr_d43e7799c046f5868dc6c5d0a57d3ce0,64c29328e362eff4a87311010bb2b19a,pluto_tmt_mobile_381_412-355caff21517431148c70ac4fa79f643_RTB,Tag,Malicious,"2024-12-18 00:21 +0000",124326065275,https://www.themediatrust.com?scsh=124326065275,3UDu7fxn1SKp,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","GhostCat - 3PC",
TMT-20230609-OEC,pluto_tmt_cr_a97442454e6776bc6cbfbeaf7ed309a0,78d4b4e14ed158fec0d90a8e9d77036c,pluto_tmt_mobile_324_308_121052_35_RTB,Tag,"Malicious - Indirect Evidence","2024-12-18 00:08 +0000",124325807290,https://www.themediatrust.com?scsh=124325807290,3UDu3Xpz1FUc,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20240703-YMJ,pluto_tmt_cr_4bcc81da9a1bd4b5ea22270284e39d6e,8fb9c635a111569414657c89f755cd98,pluto_tmt_mobile_715_362437_367_212562|c4e816c529688a2a_RTB,Tag,Malicious,"2024-12-18 00:02 +0000",124325679608,https://www.themediatrust.com?scsh=124325679608,3UDu1n8i1TXV,"Phishing Domain","Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,"Phishing Domain",,
TMT-20240703-YMJ,pluto_tmt_cr_74b92d2505a0456ad5f8b971599326b6,29d2442ec961dbfe736017ad9bef400a,pluto_tmt_mobile_193_231104|d606a40f9ceb825c_RTB,Tag,Malicious,"2024-12-17 23:20 +0000",124324854149,https://www.themediatrust.com?scsh=124324854149,3UDt7G4w15Dz,"Phishing Domain","Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,"Phishing Domain",,
TMT-20240429-OMT,pluto_tmt_cr_c59598a7c7dd93f86d56b322520c8846,b0b551ed846ef4fc334f171df0ba7725,pluto_tmt_mobile_659_176_CR51776724_RTB,Tag,Scam/Fraud,"2024-12-17 22:50 +0000",124324240336,https://www.themediatrust.com?scsh=124324240336,3UDsGSiZ1HvJ,"Ad Fraud","The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.","Ad Fraud","Impression Fraud","Ad Fraud",,
TMT-20240415-AHQ,pluto_tmt_cr_508558b63f1b31efa8f949eebb96a153,4d182bf4e90bfd3dbdc3af8bdc3cbf76,pluto_tmt_mobile_529_176_CR51641533_RTB,Tag,"Out Of Browser Redirect","2024-12-17 21:37 +0000",124322762513,https://www.themediatrust.com?scsh=124322762513,3UDrCYNq1Hn2,"App Store Redirect iOS","This content has been seen to trigger click fraud activity in ad delivery as well as auto redirect users to the iTunes store without any user initiation. This content triggers a click action when the user has not yet clicked on any items causing the fraud to take place. The user is taken out of their current browser (or app) and forced into iTunes. Although not necessarily malicious, this behavior is unwanted and because of this, TMT is alerting on its presence.Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.","Ad Fraud","Out-of-browser Redirect","App Store Redirect iOS",,
TMT-20231122-BCO,pluto_tmt_cr_d3c69dfba4d5d433117eb798e2fc57ef,face098aaca5f11d606c083c389b08f6,pluto_tmt_mobile_159_120256_4_46_RTB,Tag,"Malicious - Indirect Evidence","2024-12-17 21:34 +0000",124322702916,https://www.themediatrust.com?scsh=124322702916,3UDrBfRq1EjP,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20240225-ACY,pluto_tmt_cr_e5812f49c346a7c09dbcacf35db31620,2f2422f6dd257d942dca96ede8af277a,pluto_tmt_mobile_186_CR50918595_RTB,Tag,"Out Of Browser Redirect","2024-12-17 19:03 +0000",124319674686,https://www.themediatrust.com?scsh=124319674686,3UDp2AMd2F1S,"App Store Redirect Android","This content has been seen to trigger click fraud activity in ad delivery as well as auto redirect users to the Google Play store without any user initiation. This content triggers a click action when the user has not yet clicked on any items causing the fraud to take place. The user is taken out of their current browser (or app) and forced into the Google Play store. Although not necessarily malicious, this behavior is unwanted and because of this, TMT is alerting on its presence.Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.","Ad Fraud","Out-of-browser Redirect","App Store Redirect Android",,
TMT-20240730-RPC,pluto_tmt_cr_77744cd51379f9575bbf8f596146cb45,6e637880976f22bae073a688d28e078e,pluto_tmt_mobile_544_cr2471.2ae4d82a_RTB,Tag,Scam/Fraud,"2024-12-17 18:26 +0000",124319019143,https://www.themediatrust.com?scsh=124319019143,3UDo9G3a2ANj,"Ad Fraud","The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.","Ad Fraud","Impression Fraud","Ad Fraud",,
TMT-20231122-BCO,pluto_tmt_cr_502ea5797597c52df704cb59b556ed43,3cdc7e9b413a91bb5b766830ba1bf479,pluto_tmt_mobile_159_121530_1_69_RTB,Tag,"Malicious - Indirect Evidence","2024-12-17 18:12 +0000",124318715784,https://www.themediatrust.com?scsh=124318715784,3UDo4xHM2fw9,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20240625-TAM,pluto_tmt_cr_f4e5d1168631a79521b9b07199cfa1e2,15b575d898d5c16d4b023fc982441b58,pluto_tmt_mobile_822_6250_66552_212102684|bd65bb04371f3ce0_RTB,Tag,"Malicious - Indirect Evidence","2024-12-17 17:35 +0000",124317988719,https://www.themediatrust.com?scsh=124317988719,3UDnC4GV151S,"DNE Domain","Domain Does Not Exist: The flagged domain is not generating any content and is no longer connecting and executing during scanning. The Media Trust is not able to confirm the legitimacy of this domain. These types of domains often cause malicious redirects as they frequently expire and are associated with malicious content; bad actors take advantage of a domains one-time legitimacy and repurchase them to execute malicious campaigns.
To remediate this, please ensure this domain is removed from the delivery process and is no longer being called to and delivered. ","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","DNE Domain",,
TMT-20240513-SQG,pluto_tmt_cr_1fec88b3f4537d62eb755905b78b10d2,b8ebdca662d8252cd02825a0df0a867b,pluto_tmt_mobile_459_cr1835.e1dd1903_RTB,Tag,"Out Of Browser Redirect","2024-12-17 16:30 +0000",124316715868,https://www.themediatrust.com?scsh=124316715868,3UDmAKaU1Nes,"App Store Redirect iOS","This content has been seen to trigger click fraud activity in ad delivery as well as auto redirect users to the iTunes store without any user initiation. This content triggers a click action when the user has not yet clicked on any items causing the fraud to take place. The user is taken out of their current browser (or app) and forced into iTunes. Although not necessarily malicious, this behavior is unwanted and because of this, TMT is alerting on its presence.Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.","Ad Fraud","Out-of-browser Redirect","App Store Redirect iOS",,
TMT-20240424-UAH,pluto_tmt_cr_ac1d53b12e851ce9f841b0057d3cfb17,04e700ab3fb0e4431a3fa8b84bc97e41,pluto_tmt_mobile_392_cr1054.4731d8cd_RTB,Tag,"Out Of Browser Redirect","2024-12-17 16:12 +0000",124316350851,https://www.themediatrust.com?scsh=124316350851,3UDm4uY82bb7,"App Store Redirect Android","This content has been seen to trigger click fraud activity in ad delivery as well as auto redirect users to the Google Play store without any user initiation. This content triggers a click action when the user has not yet clicked on any items causing the fraud to take place. The user is taken out of their current browser (or app) and forced into the Google Play store. Although not necessarily malicious, this behavior is unwanted and because of this, TMT is alerting on its presence.Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.","Ad Fraud","Out-of-browser Redirect","App Store Redirect Android",,
TMT-20240424-UAH,pluto_tmt_cr_664dc3d663a2a968ab449b7055805017,8bafdaeb106d8400161c941a74212186,pluto_tmt_mobile_711_4371230_RTB,Tag,"Out Of Browser Redirect","2024-12-17 15:55 +0000",124316024421,https://www.themediatrust.com?scsh=124316024421,3UDkJ7jn1Z7k,"App Store Redirect Android","This content has been seen to trigger click fraud activity in ad delivery as well as auto redirect users to the Google Play store without any user initiation. This content triggers a click action when the user has not yet clicked on any items causing the fraud to take place. The user is taken out of their current browser (or app) and forced into the Google Play store. Although not necessarily malicious, this behavior is unwanted and because of this, TMT is alerting on its presence.Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.","Ad Fraud","Out-of-browser Redirect","App Store Redirect Android",,
TMT-20241213-LXJ,pluto_tmt_cr_e6ea953089141ed0ab8c4bdf357dbbcd,cdf49f0016475288adac89122caf131c,pluto_tmt_mobile_672_6f6b5101b1fa594e7db2d93e059c14f8_RTB,Tag,Malicious,"2024-12-17 15:25 +0000",124315453727,https://www.themediatrust.com?scsh=124315453727,3UDk8yGk1Etc,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","GhostCat - 3PC",
TMT-20231122-BCO,pluto_tmt_cr_c1ce611fa46b46858833b17c4b57bccc,d9404f4cbf0f771e1d49930f24c992ed,pluto_tmt_mobile_185_cr_175_308_119400_1_65_RTB,Tag,"Malicious - Indirect Evidence","2024-12-17 15:17 +0000",124315270408,https://www.themediatrust.com?scsh=124315270408,3UDk6KCD2sC2,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20240225-ACY,pluto_tmt_cr_39ccdcdef8daac9377d1d62746d83f31,b55be8569af1c3d9d19d364e37a65ec7,pluto_tmt_mobile_186_CR50918594_RTB,Tag,"Out Of Browser Redirect","2024-12-17 14:59 +0000",124314902142,https://www.themediatrust.com?scsh=124314902142,3UDjKA5T2H8W,"App Store Redirect Android","This content has been seen to trigger click fraud activity in ad delivery as well as auto redirect users to the Google Play store without any user initiation. This content triggers a click action when the user has not yet clicked on any items causing the fraud to take place. The user is taken out of their current browser (or app) and forced into the Google Play store. Although not necessarily malicious, this behavior is unwanted and because of this, TMT is alerting on its presence.Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.","Ad Fraud","Out-of-browser Redirect","App Store Redirect Android",,
TMT-20231122-BCO,pluto_tmt_cr_c1ce611fa46b46858833b17c4b57bccc,5abfcee9ed1497dc578de09fa4ec2cc0,pluto_tmt_mobile_185_cr_175_308_119400_1_65_RTB,Tag,"Malicious - Indirect Evidence","2024-12-17 14:58 +0000",124314901426,https://www.themediatrust.com?scsh=124314901426,3UDjJy3M1N1v,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20231122-BCO,pluto_tmt_cr_3021099e6fe169db44056769a263f86e,6581e4096019ea4639c70d7e04baafad,pluto_tmt_mobile_103_308_121277_1_54_RTB,Tag,"Malicious - Indirect Evidence","2024-12-17 14:42 +0000",124314546212,https://www.themediatrust.com?scsh=124314546212,3UDjDwZL2ggV,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20231122-BCO,pluto_tmt_cr_ed3673b5a15ad214a460a6a6c6ddfb2d,2417599c36425600dde0fa4eeee5a230,pluto_tmt_mobile_767_308_121277_3_54_RTB,Tag,"Malicious - Indirect Evidence","2024-12-17 14:41 +0000",124314527698,https://www.themediatrust.com?scsh=124314527698,3UDjDgov1QoP,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20240206-JPV,pluto_tmt_cr_03167c4c4dc4b019ca84b409d66835d1,948a44bb68fe37320ee8fcb480f40f80,pluto_tmt_mobile_386_5248:10221682_210_RTB,Tag,"Out Of Browser Redirect","2024-12-17 14:06 +0000",124313788718,https://www.themediatrust.com?scsh=124313788718,3UDj2ygT12sP,"App Store Redirect iOS","This content has been seen to trigger click fraud activity in ad delivery as well as auto redirect users to the iTunes store without any user initiation. This content triggers a click action when the user has not yet clicked on any items causing the fraud to take place. The user is taken out of their current browser (or app) and forced into iTunes. Although not necessarily malicious, this behavior is unwanted and because of this, TMT is alerting on its presence.Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.","Ad Fraud","Out-of-browser Redirect","App Store Redirect iOS",,
TMT-20241213-LXJ,pluto_tmt_cr_36f60735401ba81ffab70142099cd0c0,baf2d6515b3321b4e28e069ab6553884,pluto_tmt_mobile_679_tuftandpaw_RTB,Tag,Malicious,"2024-12-17 14:01 +0000",124313696484,https://www.themediatrust.com?scsh=124313696484,3UDj1QUj1uGK,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","GhostCat - 3PC",
TMT-20241213-LXJ,pluto_tmt_cr_36f60735401ba81ffab70142099cd0c0,2cec76e1d161639d811226ae3b5b178f,pluto_tmt_mobile_679_tuftandpaw_RTB,Tag,Malicious,"2024-12-17 12:39 +0000",124312083068,https://www.themediatrust.com?scsh=124312083068,3UDhDCte2u8C,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","GhostCat - 3PC",
TMT-20231122-BCO,pluto_tmt_cr_f14f45c843c3927dcd5578de21b76242,fcc650f832ea0fafe278c9346857e0cb,pluto_tmt_mobile_159_121045_3_72_RTB,Tag,"Malicious - Indirect Evidence","2024-12-17 12:02 +0000",124311356229,https://www.themediatrust.com?scsh=124311356229,3UDh1sbe1LqT,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20230609-OEC,pluto_tmt_cr_0a08fdd0a34c627e0fd2ec36602ddd8d,0ad8a88ab8b97e3b8e95fff5590d8d56,pluto_tmt_mobile_159_121045_1_72_RTB,Tag,"Malicious - Indirect Evidence","2024-12-17 10:23 +0000",124309420355,https://www.themediatrust.com?scsh=124309420355,3UDf86Yx1CqA,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20240206-JPV,pluto_tmt_cr_00afb1da56ff53462dfefe69e3635cec,806f112bbeef39a4401a2658798573c7,pluto_tmt_mobile_639_119244|5248:12058573_RTB,Tag,"Out Of Browser Redirect","2024-12-17 10:13 +0000",124309218549,https://www.themediatrust.com?scsh=124309218549,3UDf5Fri21AR,"App Store Redirect iOS","This content has been seen to trigger click fraud activity in ad delivery as well as auto redirect users to the iTunes store without any user initiation. This content triggers a click action when the user has not yet clicked on any items causing the fraud to take place. The user is taken out of their current browser (or app) and forced into iTunes. Although not necessarily malicious, this behavior is unwanted and because of this, TMT is alerting on its presence.Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.","Ad Fraud","Out-of-browser Redirect","App Store Redirect iOS",,
