"Tag Summary Report"
"12/01/2024 00:00 - 01/01/2025 00:00"

Incident,"Ad Tag ID",Hash,"Tag Name","Scan Type","Hit Type","Scan Date","Scan ID",Example,csid,"Report Period Hit Count","Tag Status","Start Date","End Date",Pause,Priority,"Publisher Name","Publisher ID","Website ID","Website Name","Provider ID","Provider Name","Provider Account ID","Provider Account",Country,Referrer,"Comment Type","Comment Text","Threat Behavior","Expected Behavior","Malware Condition",City,"Named Threat","Resolution Reason"
TMT-20240913-MBV,856202412102200,f80cd31588bc56caec28492e80f32a77,129955@|@12530_9422_1337_reuters,Tag,Malicious,"2024-12-10 22:06 +0000",124120912747,https://www.themediatrust.com?scsh=124120912747,3UAy2tQk1EAX,1,Expired,2024-12-10,2024-12-11,f,3.00,,,,,129955,"Adsview Video Web 14TH November 2024",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20240703-YMJ,851202412102200,c66b31fb13f971a88ee09d55bb37910b,130403@|@61-231950,Tag,Malicious,"2024-12-10 22:05 +0000",124120893218,https://www.themediatrust.com?scsh=124120893218,3UAy2hK21wbG,1,Expired,2024-12-10,2024-12-11,f,3.00,,,,,130403,"Axis Banner IA 28TH November 2024",,,USA,,"Phishing Domain","Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,"Phishing Domain","Mclean, Virginia",,
TMT-20240828-GLZ,854202412102200,2077b33f9f3f587f0bdf1909928b9218,129955@|@12530_10134_reuters,Tag,Malicious,"2024-12-10 22:05 +0000",124120892567,https://www.themediatrust.com?scsh=124120892567,3UAy2obi2SLc,1,Expired,2024-12-10,2024-12-11,f,3.00,,,,,129955,"Adsview Video Web 14TH November 2024",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20240913-MBV,85117202412102000,c3c6c6912b8482e94b80706f6ae943e9,129955@|@12526_cr2847.8d24929a,Tag,Malicious,"2024-12-10 20:20 +0000",124118571062,https://www.themediatrust.com?scsh=124118571062,3UAw7MBo1QY1,3,Expired,2024-12-10,2024-12-11,f,3.00,,,,,129955,"Adsview Video Web 14TH November 2024",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20230908-DXA,8587202412102000,29342640589e6ae01cbd42e6ea40cd88,127238@|@8577_reuters,Tag,"Malicious - Indirect Evidence","2024-12-10 20:15 +0000",124118453707,https://www.themediatrust.com?scsh=124118453707,3UAw5jW81Cpa,1,Expired,2024-12-10,2024-12-11,f,3.00,,,,,127238,"FlairAds Video Web 28th August 2024",,,USA,,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag","Mclean, Virginia",,
TMT-20240913-MBV,85109202412102000,8ba1f97a6df8d90afef7772bad56e474,129893@|@cbf8cbaf862d25c4f2d727721011ab3b,Tag,Malicious,"2024-12-10 20:15 +0000",124118453587,https://www.themediatrust.com?scsh=124118453587,3UAw5e311weM,1,Expired,2024-12-10,2024-12-11,f,3.00,,,,,129893,"Adapace Banner IA 13th Nov",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20240509-QSC,8592202412102000,af803f2cfbef7fcbc75f82dbc036b393,129893@|@32b308335527ef66d3855f64052e9faa,Tag,Malicious,"2024-12-10 20:15 +0000",124118440115,https://www.themediatrust.com?scsh=124118440115,3UAw5gM51Zxp,1,Expired,2024-12-10,2024-12-11,f,3.00,,,,,129893,"Adapace Banner IA 13th Nov",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20240913-MBV,8579202412102000,cf3fafc99ab386e02f277c06f19c58aa,129955@|@12584_6888_reuters,Tag,Malicious,"2024-12-10 20:15 +0000",124118439782,https://www.themediatrust.com?scsh=124118439782,3UAw5jJt1xLZ,1,Expired,2024-12-10,2024-12-11,f,3.00,,,,,129955,"Adsview Video Web 14TH November 2024",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20240828-GLZ,8595202412102000,9115aa05cd87dc8765d1c4591d62e884,129955@|@9967_10134_reuters,Tag,Malicious,"2024-12-10 20:13 +0000",124118411238,https://www.themediatrust.com?scsh=124118411238,3UAw5J151v81,1,Expired,2024-12-10,2024-12-11,f,3.00,,,,,129955,"Adsview Video Web 14TH November 2024",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20240828-GLZ,85110202412102000,5c7c6ea597be603b95541b3f89c1abd8,128727@|@hydroviv,Tag,Malicious,"2024-12-10 20:12 +0000",124118389146,https://www.themediatrust.com?scsh=124118389146,3UAw4qbD2Jhv,1,Expired,2024-12-10,2024-12-11,f,3.00,,,,,128727,"Adjux SH Banner IA 11TH October 2024",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20240509-QSC,8546202412102000,908fe3dc7863dcf3c52a29d1d52180c1,129955@|@9967_7462_reuters,Tag,Malicious,"2024-12-10 20:09 +0000",124118301713,https://www.themediatrust.com?scsh=124118301713,3UAw3w4g1tzD,1,Expired,2024-12-10,2024-12-11,f,3.00,,,,,129955,"Adsview Video Web 14TH November 2024",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20240828-GLZ,8546202412102000,908fe3dc7863dcf3c52a29d1d52180c1,129955@|@9967_7462_reuters,Tag,Malicious,"2024-12-10 20:09 +0000",124118301710,https://www.themediatrust.com?scsh=124118301710,3UAw3w4g1X1P,1,Expired,2024-12-10,2024-12-11,f,3.00,,,,,129955,"Adsview Video Web 14TH November 2024",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20240828-GLZ,8539202412102000,2e3007c1ee8ea114c7239723fde4fdb1,129955@|@9967_9422_1161_reuters,Tag,Malicious,"2024-12-10 20:08 +0000",124118300577,https://www.themediatrust.com?scsh=124118300577,3UAw3ah62Kjo,1,Expired,2024-12-10,2024-12-11,f,3.00,,,,,129955,"Adsview Video Web 14TH November 2024",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20240509-QSC,85101202412102000,9e809bd9801e53ec3fab2523b4e0f5b4,129956@|@f63ce0bd730ff2dc5dbfd38bba256373,Tag,Malicious,"2024-12-10 20:07 +0000",124118254259,https://www.themediatrust.com?scsh=124118254259,3UAw3Fy822RE,1,Expired,2024-12-10,2024-12-11,f,3.00,,,,,129956,"Adsview Banner IA 14TH November 2024",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20240828-GLZ,8578202412102000,58cee13c0720d0a27d8e6c9f67753fe4,129955@|@12584_12302_reuters,Tag,Malicious,"2024-12-10 20:05 +0000",124118226752,https://www.themediatrust.com?scsh=124118226752,3UAw2Y7w2rw3,1,Expired,2024-12-10,2024-12-11,f,3.00,,,,,129955,"Adsview Video Web 14TH November 2024",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20240913-MBV,8571202412102000,e08d422ab98c14c808188b7c0fd949dc,129956@|@022b1fb3a17ee34d10444acc4b4dd8d3,Tag,Malicious,"2024-12-10 20:05 +0000",124118226503,https://www.themediatrust.com?scsh=124118226503,3UAw2jX21DvA,1,Expired,2024-12-10,2024-12-11,f,3.00,,,,,129956,"Adsview Banner IA 14TH November 2024",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20240828-GLZ,8518202412102000,016fbfd620e5c7117cd9e8b254bfbf46,129955@|@12526_cr3035.a2573de1,Tag,Malicious,"2024-12-10 20:04 +0000",124118226268,https://www.themediatrust.com?scsh=124118226268,3UAw2Snh1g3s,1,Expired,2024-12-10,2024-12-11,f,3.00,,,,,129955,"Adsview Video Web 14TH November 2024",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20240828-GLZ,85193202412101900,24267f1fb58ca2471e5ce37411cf808b,130442@|@cr3036.e6f2c91b,Tag,Malicious,"2024-12-10 19:40 +0000",124117640527,https://www.themediatrust.com?scsh=124117640527,3UAvDM7C27U1,3,Expired,2024-12-10,2024-12-11,f,3.00,,,,,130442,"Ezmob Video Web 29th November",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20240913-MBV,85159202412101900,47f288e9fc117506390d4ab510d0204a,129893@|@460640dcc0b64cbb42aa5e281982a479,Tag,Malicious,"2024-12-10 19:24 +0000",124117276023,https://www.themediatrust.com?scsh=124117276023,3UAv8RJf2YBh,1,Expired,2024-12-10,2024-12-11,f,3.00,,,,,129893,"Adapace Banner IA 13th Nov",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20240828-GLZ,8597202412101900,9dc35b4d297acf88a891c2ee44bd9c26,129955@|@12725_reuters,Tag,Malicious,"2024-12-10 19:22 +0000",124117247724,https://www.themediatrust.com?scsh=124117247724,3UAv7rHT2SYP,1,Expired,2024-12-10,2024-12-11,f,3.00,,,,,129955,"Adsview Video Web 14TH November 2024",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20240828-GLZ,85177202412101900,fd1086436a6bfd0bc9fa056f0f90d6b1,129955@|@12584_7091_reuters,Tag,Malicious,"2024-12-10 19:21 +0000",124117226906,https://www.themediatrust.com?scsh=124117226906,3UAv7fGg29kM,1,Expired,2024-12-10,2024-12-11,f,3.00,,,,,129955,"Adsview Video Web 14TH November 2024",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20240828-GLZ,8585202412101900,d8bc0744a2d3fae34b97b05da2690b87,129955@|@12530_6888_reuters,Tag,Malicious,"2024-12-10 19:21 +0000",124117226037,https://www.themediatrust.com?scsh=124117226037,3UAv7fE52PzC,1,Expired,2024-12-10,2024-12-11,f,3.00,,,,,129955,"Adsview Video Web 14TH November 2024",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20240828-GLZ,85182202412101900,fa1785d812ecf8d3ebd5f0f2cbba11d0,129955@|@9967_6888_reuters,Tag,Malicious,"2024-12-10 19:18 +0000",124117180274,https://www.themediatrust.com?scsh=124117180274,3UAv6p2q2LDD,1,Expired,2024-12-10,2024-12-11,f,3.00,,,,,129955,"Adsview Video Web 14TH November 2024",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20240703-YMJ,8525202412101900,b1da223e1156e885f0d8567344e347b8,129956@|@47dfdd09313c31763d9b874c9c6535da,Tag,Malicious,"2024-12-10 19:17 +0000",124117131324,https://www.themediatrust.com?scsh=124117131324,3UAv6EHR25jm,1,Expired,2024-12-10,2024-12-11,f,3.00,,,,,129956,"Adsview Banner IA 14TH November 2024",,,USA,,"Phishing Domain","Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,"Phishing Domain","Mclean, Virginia",,
TMT-20240913-MBV,85196202412101900,b999c57860675fdbb63330da166107bc,130442@|@9422_1161_reuters,Tag,Malicious,"2024-12-10 19:16 +0000",124117131066,https://www.themediatrust.com?scsh=124117131066,3UAv6BM42EQs,1,Expired,2024-12-10,2024-12-11,f,3.00,,,,,130442,"Ezmob Video Web 29th November",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20240828-GLZ,85161202412101900,f6ba2e20dc2d06ed6c9328cc3f1dc05a,130704@|@12302_reuters,Tag,Malicious,"2024-12-10 19:16 +0000",124117108957,https://www.themediatrust.com?scsh=124117108957,3UAv5vEz1ZsE,1,Expired,2024-12-10,2024-12-11,f,3.00,,,,,130704,"Datawrkz Video Web Dec 9th",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20240913-MBV,85199202412101900,6e37ef5d801d23c014b88c20302b65a7,129893@|@208cb84b1db9a2beef8125a9300b8065,Tag,Malicious,"2024-12-10 19:16 +0000",124117090164,https://www.themediatrust.com?scsh=124117090164,3UAv5xQY12eR,1,Expired,2024-12-10,2024-12-11,f,3.00,,,,,129893,"Adapace Banner IA 13th Nov",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20240828-GLZ,85113202412101900,4597271ed90855212a7fa9560e3e4611,129955@|@12530_7462_reuters,Tag,Malicious,"2024-12-10 19:11 +0000",124116997790,https://www.themediatrust.com?scsh=124116997790,3UAv4UyC15eJ,1,Expired,2024-12-10,2024-12-11,f,3.00,,,,,129955,"Adsview Video Web 14TH November 2024",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20240828-GLZ,85171202412101900,30b928aaf503d3ecef1b5598bddce630,129955@|@12526_cr2817.a2573de1,Tag,Malicious,"2024-12-10 19:10 +0000",124116976617,https://www.themediatrust.com?scsh=124116976617,3UAv4LSv2A4n,1,Expired,2024-12-10,2024-12-11,f,3.00,,,,,129955,"Adsview Video Web 14TH November 2024",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20240828-GLZ,8543202412102000,674eea8a0b1acb76aa02551348e06bf8,130370@|@reuters,Tag,Malicious,"2024-12-10 19:09 +0000",124116949120,https://www.themediatrust.com?scsh=124116949120,3UAv3x6G2o1d,3,Expired,2024-12-10,2024-12-11,f,3.00,,,,,130370,"Hueads Video Web Nov 25th",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20240913-MBV,85139202412101900,e5fe10aa4e1a64ed449f1c24e02a6463,129893@|@0650b58f754965450e283135cbec7e34,Tag,Malicious,"2024-12-10 19:08 +0000",124116931542,https://www.themediatrust.com?scsh=124116931542,3UAv3h2e27HM,1,Expired,2024-12-10,2024-12-11,f,3.00,,,,,129893,"Adapace Banner IA 13th Nov",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20240509-QSC,85138202412101800,728bdc6cc46dc0b81d39c552bbfda96e,129955@|@9967_12214_12584_reuters,Tag,Malicious,"2024-12-10 18:39 +0000",124116279988,https://www.themediatrust.com?scsh=124116279988,3UAuDCRf1V5J,1,Expired,2024-12-10,2024-12-11,f,3.00,,,,,129955,"Adsview Video Web 14TH November 2024",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20240828-GLZ,85155202412101800,15a71f6cb21e29f777e21737603476d6,129894@|@12214_12584_reuters,Tag,Malicious,"2024-12-10 18:37 +0000",124116234964,https://www.themediatrust.com?scsh=124116234964,3UAuCZwU1vsr,1,Expired,2024-12-10,2024-12-11,f,3.00,,,,,129894,"Adapace Video web  Nov 13th",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20240509-QSC,85111202412101800,65a3fdc8ae0f4dcd72c39ad78229f422,129893@|@49f65e4cfc583aa8c46a7d457b2cc263,Tag,Malicious,"2024-12-10 18:37 +0000",124116234891,https://www.themediatrust.com?scsh=124116234891,3UAuCZBZ1BVY,1,Expired,2024-12-10,2024-12-11,f,3.00,,,,,129893,"Adapace Banner IA 13th Nov",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20240828-GLZ,85128202412101800,f4e8d53f4e0a9caac86140752b2ce942,129955@|@9967_9422_1337_reuters,Tag,Malicious,"2024-12-10 18:31 +0000",124116167901,https://www.themediatrust.com?scsh=124116167901,3UAuAYGX14hv,1,Expired,2024-12-10,2024-12-11,f,3.00,,,,,129955,"Adsview Video Web 14TH November 2024",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","San Francisco, California","GhostCat - 3PC",
TMT-20240828-GLZ,8539202412101700,a894695bff5372c50377704dca0158ea,126671@|@afizdigital_129305|cr2817.a2573de1,Tag,Malicious,"2024-12-10 18:27 +0000",124116020573,https://www.themediatrust.com?scsh=124116020573,3UAu9MDJ1NRv,1,Expired,2024-12-10,2024-12-11,f,3.00,,,,,126671,"Afiz Video Web 3RD April 2024",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
