Incident,Ad Tag ID,Hash,Tag Name,Scan Type,Hit Type,Scan Date,Scan ID,Example,csid,Tag Status,Start Date,End Date,Pause,Priority,Publisher Name,Provider Account,Public Deck,Comment Type,Comment Text,Threat Behavior,Expected Behavior,Malware Condition
TMT-20241108-EDO,1735806191482328157,867c3817de70f57234ca8e1f9cd11a50,TMT|banner$$20250102$$startio_dsp$$fyber$$21325232:39610093$$_RTB,Landing Page,Malicious,2025-01-02 15:21 +0000,124756725021,https://www.themediatrust.com?scsh=124756725021,3ULN7jF81Ypw,Expired,02/01/2025,02/01/2025,t,3,fyber,startio_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=1ceb333022d489637304c2568438fb94,SocGholish,"This malware campaign employs a sophisticated, multi-layered drive-by strategy to infect users. It deceives them into downloading malicious JavaScript under the guise of software updates such as urgent browser updates. Once the user downloads or installs these files, the embedded JavaScript executes, retrieving additional malicious components. These components establish command and control communication, ultimately delivering the final payload that includes Remote Access Trojans (RATs), information stealers, and more.",Backdoor,Compromised Content,SocGholish
TMT-20240930-TQP,1735806193434927069,fdda930f0262668c26042a9ee08f6178,TMT|banner$$20250102$$startio_dsp$$fyberdisplay$$21325232:38972834$$_RTB,Landing Page,Malicious,2025-01-02 15:21 +0000,124756724429,https://www.themediatrust.com?scsh=124756724429,3ULN7gQm1Wgd,Expired,02/01/2025,02/01/2025,t,3,fyberdisplay,startio_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=2b32b2cc35cd7d1e39d707c55914bf99,SocGholish,"This malware campaign employs a sophisticated, multi-layered drive-by strategy to infect users. It deceives them into downloading malicious JavaScript under the guise of software updates such as urgent browser updates. Once the user downloads or installs these files, the embedded JavaScript executes, retrieving additional malicious components. These components establish command and control communication, ultimately delivering the final payload that includes Remote Access Trojans (RATs), information stealers, and more.",Backdoor,Compromised Content,SocGholish
TMT-20240429-OMT,1735788102467466703,4e57e7198eb6addc31e452b3b282a9c5,TMT|banner$$20250102$$bidswitch_dsp$$fyber$$176_CR51796872$$_RTB,Tag,Scam/Fraud,2025-01-02 15:21 +0000,124756724196,https://www.themediatrust.com?scsh=124756724196,3ULN7Y9E1fgY,Expired,02/01/2025,02/01/2025,f,9,fyber,bidswitch_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=ebfdd08e386dda7d6b24e4851fe32465,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud
TMT-20240225-ACY,1735788115018081129,5b74582494e5904a614cf7fa260f9e9e,TMT|banner$$20250102$$magnite_dsp$$bidmachine$$2760:176_CR50918596$$_RTB,Tag,Out Of Browser Redirect,2025-01-02 15:21 +0000,124756723089,https://www.themediatrust.com?scsh=124756723089,3ULN7j9h1CwA,Expired,02/01/2025,02/01/2025,f,99,bidmachine,magnite_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=5607775af9d28b2ba1863423816c34cc,App Store Redirect Android,"This content has been seen to trigger click fraud activity in ad delivery as well as auto redirect users to the Google Play store without any user initiation. This content triggers a click action when the user has not yet clicked on any items causing the fraud to take place. The user is taken out of their current browser (or app) and forced into the Google Play store. Although not necessarily malicious, this behavior is unwanted and because of this, TMT is alerting on its presence.Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Out-of-browser Redirect,App Store Redirect Android
TMT-20240703-YMJ,1735788131150644682,6bcb9205673e136045d69993498cde92,TMT|banner$$20250102$$bidswitch_dsp$$unityads$$367_229903$$_RTB,Landing Page,Malicious,2025-01-02 15:20 +0000,124756722298,https://www.themediatrust.com?scsh=124756722298,3ULN7Map2e4Z,Expired,02/01/2025,02/01/2025,f,9,unityads,bidswitch_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=545122bbe8b4a473df543f9d7f19c7b9,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain
TMT-20241217-HMO,1735788105139392485,476b84526f5cc7284c80e7bbd476cf22,TMT|banner$$20250102$$opera_dsp$$bidmachine$$m12106450921613$$_RTB,Landing Page,Malicious - Indirect Evidence,2025-01-02 15:22 +0000,124756722181,https://www.themediatrust.com?scsh=124756722181,3ULN7ort2ghw,Expired,02/01/2025,02/01/2025,f,99,bidmachine,opera_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=702b62f1393cc0762c04cea66edd72f5,Heuristic Flag,Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.,Generic Malware/Suspicious,Suspicious (Multiple indicators match known overt incidents but no overt actions detected.),Heuristic Flag
TMT-20240703-YMJ,1735788122059525547,71e9ebdd77d4573daad9e8cbaf265ce6,TMT|banner$$20250102$$bidswitch_dsp$$vungleus$$367_232497$$_RTB,Landing Page,Malicious,2025-01-02 15:21 +0000,124756721955,https://www.themediatrust.com?scsh=124756721955,3ULN7iho1X7P,Expired,02/01/2025,02/01/2025,f,9,vungleus,bidswitch_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=a5a339fa20d2f3972067a7ece6203dfa,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain
TMT-20240424-UAH,1735787881826116393,b8f1c98d8d37ab54f3b61a46ae413abb,TMT|banner$$20250102$$bidswitch_dsp$$vungle$$176_CR51519017$$_RTB,Tag,Out Of Browser Redirect,2025-01-02 15:21 +0000,124756719829,https://www.themediatrust.com?scsh=124756719829,3ULN7Z3i1w6Z,Expired,02/01/2025,02/01/2025,f,9,vungle,bidswitch_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=cc57647fa9c1572f6f5f60ee8de47bd7,App Store Redirect Android,"This content has been seen to trigger click fraud activity in ad delivery as well as auto redirect users to the Google Play store without any user initiation. This content triggers a click action when the user has not yet clicked on any items causing the fraud to take place. The user is taken out of their current browser (or app) and forced into the Google Play store. Although not necessarily malicious, this behavior is unwanted and because of this, TMT is alerting on its presence.Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Out-of-browser Redirect,App Store Redirect Android
TMT-20241217-HMO,1735787852580422638,0e70adaa82dc0ae0688a1b59f31a0173,TMT|banner$$20250102$$opera_dsp$$unity$$m11980270328716$$_RTB,Landing Page,Malicious - Indirect Evidence,2025-01-02 15:20 +0000,124756719038,https://www.themediatrust.com?scsh=124756719038,3ULN7Rng1g78,Expired,02/01/2025,02/01/2025,f,99,unity,opera_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=d224636bf66fbd7c592651d75bd9e7dc,Heuristic Flag,Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.,Generic Malware/Suspicious,Suspicious (Multiple indicators match known overt incidents but no overt actions detected.),Heuristic Flag
TMT-20240703-YMJ,1735787845725667895,03259aaf9700a1478368009980fb9887,TMT|banner$$20250102$$Inspiritum_dsp$$webeyemintegral$$229762$$_RTB,Landing Page,Malicious,2025-01-02 15:20 +0000,124756718188,https://www.themediatrust.com?scsh=124756718188,3ULN7BX716Rh,Expired,02/01/2025,02/01/2025,f,3,webeyemintegral,Inspiritum_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=8dd24e0810433deba2900211dad0a658,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain
TMT-20240703-YMJ,1735787798190624828,50cf6e78b2c12777903a46068679d36b,TMT|banner$$20250102$$Inspiritum_dsp$$algorixeu$$231643$$_RTB,Landing Page,Malicious,2025-01-02 15:21 +0000,124756717403,https://www.themediatrust.com?scsh=124756717403,3ULN7fHH23rG,Expired,02/01/2025,02/01/2025,f,3,algorixeu,Inspiritum_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=23060901582b2c2d41214b0d96c0a10d,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain
TMT-20241223-KXF,1735788071798538606,eab301bb662747cab977427fe5b00d35,TMT|banner$$20250102$$nasmedia_dsp$$bidmachine$$cyv2pRYpRAyZIAlEjQ9n$$_RTB,Tag,Resolved,2025-01-02 15:20 +0000,124756712349,https://www.themediatrust.com?scsh=124756712349,3ULN7PfA2TpA,Expired,02/01/2025,02/01/2025,f,99,bidmachine,nasmedia_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=592c02f2a7350f0c55e08aa439a92d43,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud
TMT-20240625-TAM,1735806332808964994,e13a4a64dda35cae8b580acbba9eae72,TMT|banner$$20250102$$startio_dsp$$vungleus$$21325232:40212641$$_RTB,Landing Page,Malicious - Indirect Evidence,2025-01-02 15:21 +0000,124756709234,https://www.themediatrust.com?scsh=124756709234,3ULN7ZRW187a,Expired,02/01/2025,02/01/2025,t,3,vungleus,startio_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=fdb917bcbfdd9fc57d57356a0c942297,DNE Domain,"Domain Does Not Exist: The flagged domain is not generating any content and is no longer connecting and executing during scanning. The Media Trust is not able to confirm the legitimacy of this domain. These types of domains often cause malicious redirects as they frequently expire and are associated with malicious content; bad actors take advantage of a domains one-time legitimacy and repurchase them to execute malicious campaigns.
To remediate this, please ensure this domain is removed from the delivery process and is no longer being called to and delivered. ",Generic Malware/Suspicious,Suspicious (Multiple indicators match known overt incidents but no overt actions detected.),DNE Domain
TMT-20240429-OMT,1735806308295765477,6978a751d44f0d10ec23c51a58650756,TMT|banner$$20250102$$bidswitch_dsp$$unityads$$176_CR51724926$$_RTB,Tag,Scam/Fraud,2025-01-02 15:20 +0000,124756709068,https://www.themediatrust.com?scsh=124756709068,3ULN7MjD199A,Expired,02/01/2025,02/01/2025,t,9,unityads,bidswitch_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=64089a75ba4f831819998d4f19b8bed9,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud
TMT-20240703-YMJ,1735787986191704665,71aa3dae8047a4237ef989a41a34f61d,TMT|banner$$20250102$$Inspiritum_dsp$$algorixeu$$232485$$_RTB,Landing Page,Malicious,2025-01-02 15:19 +0000,124756705612,https://www.themediatrust.com?scsh=124756705612,3ULN77yd2Thh,Expired,02/01/2025,02/01/2025,f,3,algorixeu,Inspiritum_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=f1a5be0479416d34e10a69668db6a4fa,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain
TMT-20241223-KXF,1735806407415122618,956ba844b7e8b6d85d7e71fc3acb8a0a,TMT|banner$$20250102$$shareit_dsp$$fyberdisplay$$1:175753036$$_RTB,Tag,Resolved,2025-01-02 15:20 +0000,124756704320,https://www.themediatrust.com?scsh=124756704320,3ULN7L1r1JCa,Expired,02/01/2025,02/01/2025,t,3,fyberdisplay,shareit_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=7c471bcd90f67fbe74ea2e18ced5fa10,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud
TMT-20240429-OMT,1735806384594190910,d941908e59100caa4969ff338d21ebfc,TMT|banner$$20250102$$bidswitch_dsp$$unity$$176_CR51796989$$_RTB,Tag,Scam/Fraud,2025-01-02 15:20 +0000,124756703985,https://www.themediatrust.com?scsh=124756703985,3ULN7Q2e2HS9,Expired,02/01/2025,02/01/2025,t,9,unity,bidswitch_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=886c346d50bc00385cffff6f1ac7091c,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud
TMT-20241217-HMO,1735806410142065580,54d05bffc55c65f14cf1f57e7c9cfc4a,TMT|banner$$20250102$$opera_dsp$$unity$$m11556346575232$$_RTB,Landing Page,Malicious - Indirect Evidence,2025-01-02 15:22 +0000,124756703916,https://www.themediatrust.com?scsh=124756703916,3ULN7wjg22rC,Expired,02/01/2025,02/01/2025,t,99,unity,opera_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=7332936f0a2033c1897c5b1462e29e9f,Heuristic Flag,Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.,Generic Malware/Suspicious,Suspicious (Multiple indicators match known overt incidents but no overt actions detected.),Heuristic Flag
TMT-20240703-YMJ,1735806425233085417,abfc779db158c644c86b149de1df9ecc,TMT|banner$$20250102$$playdigo_dsp$$bidmachine$$cr2184.57ca4c2f$$_RTB,Landing Page,Malicious,2025-01-02 15:21 +0000,124756702578,https://www.themediatrust.com?scsh=124756702578,3ULN7WxL28Vs,Expired,02/01/2025,02/01/2025,t,3,bidmachine,playdigo_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=0f8175c6121e0fbc23119f17c2e480f5,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain
TMT-20241223-HYJ,1735806423889034603,b441ae39473a1cc18f1f37fcdf96a784,TMT|banner$$20250102$$startio_dsp$$vungleus$$21325232:29103167$$_RTB,Landing Page,Malicious,2025-01-02 15:20 +0000,124756702451,https://www.themediatrust.com?scsh=124756702451,3ULN7RLm1YuH,Expired,02/01/2025,02/01/2025,t,3,vungleus,startio_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=e3db3d44bcd71dfc45e608f0b5e98be9,Redirector,"Redirector: This domain has been seen consistently redirecting to malicious, scam, parked and/or other forms of malicious content.",Phishing,Phishing,Redirector
TMT-20240703-YMJ,1735806429144183770,d63ca6ebf2cfb99469e56f3671209488,TMT|banner$$20250102$$bidswitch_dsp$$vungle$$367_229769$$_RTB,Tag,Malicious,2025-01-02 15:19 +0000,124756701503,https://www.themediatrust.com?scsh=124756701503,3ULN6vez1umk,Expired,02/01/2025,02/01/2025,t,9,vungle,bidswitch_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=c25c0f3f13576d6e073ace6a5698c9e0,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain
TMT-20240703-YMJ,1735806418573653996,6cac7cc915315edfada0c0570d59cf10,TMT|banner$$20250102$$bidswitch_dsp$$fyberdisplay$$367_229759$$_RTB,Landing Page,Malicious,2025-01-02 15:20 +0000,124756700971,https://www.themediatrust.com?scsh=124756700971,3ULN7Eem2Lbr,Expired,02/01/2025,02/01/2025,t,9,fyberdisplay,bidswitch_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=21968fc2e2d39c7a370601e582f39654,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain
TMT-20240312-OFU,1735787662962038504,3f601001508e74dbe5332fbb54c013e3,TMT|banner$$20250102$$bidswitch_dsp$$unity$$176_CR51369455$$_RTB,Tag,Out Of Browser Redirect,2025-01-02 15:20 +0000,124756697103,https://www.themediatrust.com?scsh=124756697103,3ULN7G4s1NKJ,Expired,02/01/2025,02/01/2025,f,9,unity,bidswitch_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=48577719db36eafb9f80f6e43d10ea1a,App Store Redirect Android,"This content has been seen to trigger click fraud activity in ad delivery as well as auto redirect users to the Google Play store without any user initiation. This content triggers a click action when the user has not yet clicked on any items causing the fraud to take place. The user is taken out of their current browser (or app) and forced into the Google Play store. Although not necessarily malicious, this behavior is unwanted and because of this, TMT is alerting on its presence.Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Out-of-browser Redirect,App Store Redirect Android
TMT-20240703-YMJ,1735787888479571174,3e1742bef86ac01a68834d469d176e65,TMT|banner$$20250102$$Inspiritum_dsp$$bidmachine$$232353$$_RTB,Landing Page,Malicious,2025-01-02 15:19 +0000,124756692572,https://www.themediatrust.com?scsh=124756692572,3ULN766u1K5u,Expired,02/01/2025,02/01/2025,f,3,bidmachine,Inspiritum_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=1fa751c04994077f2dae9eaf29302aa2,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain
TMT-20240703-YMJ,1735787844990951122,1f62ea843c1f3ce0d316fff685e5c991,TMT|banner$$20250102$$Inspiritum_dsp$$inmobi$$231662$$_RTB,Landing Page,Malicious,2025-01-02 15:19 +0000,124756690774,https://www.themediatrust.com?scsh=124756690774,3ULN77oz26so,Expired,02/01/2025,02/01/2025,f,3,inmobi,Inspiritum_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=01a8d72f27c0f4d40ce95e8c6fe300cb,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain
TMT-20231122-BCO,1735787812174729130,26ff2f7f375011550d0f49f049cbf2a9,TMT|banner$$20250102$$adsyield_dsp$$fyber$$cr2117.c481dfff$$_RTB,Tag,Malicious - Indirect Evidence,2025-01-02 15:19 +0000,124756688074,https://www.themediatrust.com?scsh=124756688074,3ULN77Ad1P7r,Expired,02/01/2025,02/01/2025,f,3,fyber,adsyield_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=543600ad2fa138cbf2305af0866761ee,Heuristic Flag,Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.,Generic Malware/Suspicious,Suspicious (Multiple indicators match known overt incidents but no overt actions detected.),Heuristic Flag
TMT-20240429-OMT,1735787792778552913,f87593f86b04315c67fc9eeaa9ba1e88,TMT|banner$$20250102$$bidswitch_dsp$$fyber$$176_CR51653014$$_RTB,Tag,Scam/Fraud,2025-01-02 15:19 +0000,124756687016,https://www.themediatrust.com?scsh=124756687016,3ULN73FA1DLp,Expired,02/01/2025,02/01/2025,f,9,fyber,bidswitch_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=ea23b3a778af2f0b457dce938298b5c1,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud
TMT-20240429-OMT,1735787749346529556,e2e2f4b5c3c3dd6aa2106548fb06a6dc,TMT|banner$$20250102$$bidswitch_dsp$$vungle$$176_CR51470982$$_RTB,Tag,Scam/Fraud,2025-01-02 15:20 +0000,124756686944,https://www.themediatrust.com?scsh=124756686944,3ULN7PjF1EFL,Expired,02/01/2025,02/01/2025,f,9,vungle,bidswitch_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=3635caf4c19c08ab474534df8cf07a4c,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud
TMT-20240703-YMJ,1735788118221734933,f1c5b687441e76119001d4acd81fe93e,TMT|banner$$20250102$$bidswitch_dsp$$unityads$$367_232502$$_RTB,Landing Page,Malicious,2025-01-02 15:19 +0000,124756685733,https://www.themediatrust.com?scsh=124756685733,3ULN73Sf1WVv,Expired,02/01/2025,02/01/2025,f,9,unityads,bidswitch_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=c2cba168fb0445757d1fdb47f8939107,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain
TMT-20241213-LXJ,1735787802305846212,9dbf54b259d826b810a3a0e41455ca61,TMT|banner$$20250102$$Adsolut Media_dsp$$unityads$$25335b673994f3f2b9f789912fc03984$$_RTB,Tag,Malicious,2025-01-02 15:19 +0000,124756685485,https://www.themediatrust.com?scsh=124756685485,3ULN78eC2fVa,Expired,02/01/2025,02/01/2025,f,3,unityads,Adsolut Media_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=ade6633797c305af1c398dc9644cca20,GhostCat - 3PC,"GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,GhostCat - 3PC
TMT-20240703-YMJ,1735787557802866442,3dc6295db2ec3e811d107f2a6173fe87,TMT|banner$$20250102$$bidswitch_dsp$$vungleus$$367_232487$$_RTB,Landing Page,Malicious,2025-01-02 15:20 +0000,124756685236,https://www.themediatrust.com?scsh=124756685236,3ULN7PSn24t3,Expired,02/01/2025,02/01/2025,f,9,vungleus,bidswitch_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=a68400719c89b4bf03d22eb4f13cde0b,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain
TMT-20240625-TAM,1735787736183859930,7866bee3a97d7b041222554e9bfdc824,TMT|banner$$20250102$$magnite_dsp$$applovinalx$$4858:578297976$$_RTB,Landing Page,Malicious - Indirect Evidence,2025-01-02 15:19 +0000,124756684026,https://www.themediatrust.com?scsh=124756684026,3ULN77qV155T,Expired,02/01/2025,02/01/2025,f,99,applovinalx,magnite_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=43235bfa6a28da500b5e77cbe7056631,DNE Domain,"Domain Does Not Exist: The flagged domain is not generating any content and is no longer connecting and executing during scanning. The Media Trust is not able to confirm the legitimacy of this domain. These types of domains often cause malicious redirects as they frequently expire and are associated with malicious content; bad actors take advantage of a domains one-time legitimacy and repurchase them to execute malicious campaigns.
To remediate this, please ensure this domain is removed from the delivery process and is no longer being called to and delivered. ",Generic Malware/Suspicious,Suspicious (Multiple indicators match known overt incidents but no overt actions detected.),DNE Domain
TMT-20240102-VWR,1735788057598192152,2e3e3d1b0c9e758c238188af29aaaed2,TMT|banner$$20250102$$bidswitch_dsp$$fyber$$176_CR50959173$$_RTB,Landing Page,Scam/Fraud,2025-01-02 15:20 +0000,124756683889,https://www.themediatrust.com?scsh=124756683889,3ULN7BiV1QV4,Expired,02/01/2025,02/01/2025,f,9,fyber,bidswitch_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=f331bf4a72f41a770c7b6fbd357c5a02,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud
TMT-20240306-PTG,1735788086887482009,e53718a92fa73563d4205fbd6e7fef9e,TMT|banner$$20250102$$bidswitch_dsp$$unityads$$340_3280538$$_RTB,Tag,Out Of Browser Redirect,2025-01-02 15:20 +0000,124756683506,https://www.themediatrust.com?scsh=124756683506,3ULN7EC11mEj,Expired,02/01/2025,02/01/2025,f,9,unityads,bidswitch_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=e25866f3e0bef3bdf27ac8fb1935d233,App Store Redirect iOS,"This content has been seen to trigger click fraud activity in ad delivery as well as auto redirect users to the iTunes store without any user initiation. This content triggers a click action when the user has not yet clicked on any items causing the fraud to take place. The user is taken out of their current browser (or app) and forced into iTunes. Although not necessarily malicious, this behavior is unwanted and because of this, TMT is alerting on its presence.Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Out-of-browser Redirect,App Store Redirect iOS
TMT-20241217-MEF,1735787504160160221,35be9f3815e85eabba525fda412e892b,TMT|banner$$20250102$$magnite_dsp$$mvungle$$2760:176_CR51806708$$_RTB,Tag,Scam/Fraud,2025-01-02 15:19 +0000,124756683380,https://www.themediatrust.com?scsh=124756683380,3ULN6xNh1yjY,Expired,02/01/2025,02/01/2025,f,99,mvungle,magnite_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=67f4e8b32a430f61b28fc905f69891f0,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud
