Incident,Ad Tag ID,Hash,Tag Name,Scan Type,Hit Type,Scan Date,Scan ID,Example,csid,Tag Status,Start Date,End Date,Pause,Priority,Publisher Name,Publisher ID,Website ID,Website Name,Provider ID,Provider Name,Provider Account ID,Provider Account,Country,Referrer,Public Deck,Comment Type,Comment Text,Threat Behavior,Expected Behavior,Malware Condition,Resolution Reason
TMT-20241222-PVT,1734825787647624099,9852aa845535911294ada9cc4cd4b877,TMT|banner$$20241222$$shareit_dsp$$fyberdisplay$$61_1715_CR51801247$$_RTB,Tag,Scam/Fraud,2024-12-22 09:48 +0000,1.24452E+11,https://www.themediatrust.com?scsh=124451910672,3UFiG3jv15EL,Expired,22/12/2024,22/12/2024,f,3,fyberdisplay,,,,,,,shareit_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=de8e9ad9298e43a36460b1e7459d04f2,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud,
TMT-20241220-RPU,1734832237536784642,e69196be3dc4f687ddf87d49cd200574,TMT|banner$$20241222$$xiaomi_dsp$$prebid$$8o_jAP0LUgKYrXLDgWTZ1GT$$_RTB,Tag,Scam/Fraud,2024-12-22 09:46 +0000,1.24452E+11,https://www.themediatrust.com?scsh=124451880192,3UFiFJXN2NbA,Expired,22/12/2024,22/12/2024,f,3,prebid,,,,,,,xiaomi_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=84cb3cf72997d858ae7ecd41e157a8bc,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud,
TMT-20240703-YMJ,1734826593049209790,e37feda9c9686be42a42fedb850ee38c,TMT|banner$$20241222$$Inspiritum_dsp$$unityads$$231317$$_RTB,Tag,Malicious,2024-12-22 09:40 +0000,1.24452E+11,https://www.themediatrust.com?scsh=124451779850,3UFiDUxC1LUf,Expired,22/12/2024,22/12/2024,f,3,unityads,,,,,,,Inspiritum_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=00c7690b2c72170a325721d01b10bbfd,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain,
TMT-20240703-YMJ,1734825624188817502,ef7ee4c864076e277057963f8da75435,TMT|banner$$20241222$$Inspiritum_dsp$$unityads$$232484$$_RTB,Tag,Malicious,2024-12-22 09:41 +0000,1.24452E+11,https://www.themediatrust.com?scsh=124451779226,3UFiDnPH1bmr,Expired,22/12/2024,22/12/2024,f,3,unityads,,,,,,,Inspiritum_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=fa62407cea77a13d1c72f44063e2109a,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain,
TMT-20241220-RPU,1734830257589018782,f86bfccf0c8098079a6e49d493e0ee2c,TMT|banner$$20241222$$snow_dsp$$unityads$$sE1qJRDM4pojbWDNMXoe$$_RTB,Tag,Scam/Fraud,2024-12-22 09:39 +0000,1.24452E+11,https://www.themediatrust.com?scsh=124451763749,3UFiDE9R2Uxt,Expired,22/12/2024,22/12/2024,f,3,unityads,,,,,,,snow_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=c691f85079f6cc79d321df16901f04cf,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud,
TMT-20231122-BCO,1734830897574217397,c99826314c882e62a2c794bb0d032fab,TMT|banner$$20241222$$adsyield_dsp$$fyber$$cr2117.37e35251$$_RTB,Tag,Malicious - Indirect Evidence,2024-12-22 09:40 +0000,1.24452E+11,https://www.themediatrust.com?scsh=124451763049,3UFiDS3928vK,Expired,22/12/2024,22/12/2024,f,3,fyber,,,,,,,adsyield_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=b2d812e79d81bb6e605966dda7820bcf,Heuristic Flag,Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.,Generic Malware/Suspicious,Suspicious (Multiple indicators match known overt incidents but no overt actions detected.),Heuristic Flag,
TMT-20240703-YMJ,1734826844308642361,dbfb224d79dccf1379fc0197d09e9d73,TMT|banner$$20241222$$Inspiritum_dsp$$fyber$$232485$$_RTB,Tag,Malicious,2024-12-22 09:37 +0000,1.24452E+11,https://www.themediatrust.com?scsh=124451722489,3UFiCdvB2ffn,Expired,22/12/2024,22/12/2024,f,3,fyber,,,,,,,Inspiritum_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=9803443aeaa78c380207445f8c660bd5,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain,
TMT-20241221-WCM,1734832364617690053,2c5edde0ea10aaf4cfa26ef6e873b333,TMT|banner$$20241222$$xiaomi_dsp$$unityads$$40764$$_RTB,Tag,Scam/Fraud,2024-12-22 09:36 +0000,1.24452E+11,https://www.themediatrust.com?scsh=124451679769,3UFiCLEt2QiL,Expired,22/12/2024,22/12/2024,f,3,unityads,,,,,,,xiaomi_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=7b72f2763a546fb85dd8e95d78d529a3,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud,
TMT-20241220-RPU,1734833005014346709,e406893c772734ff2df9cbbc37575f0b,TMT|banner$$20241222$$xiaomi_dsp$$prebid$$aJ0uXcvQ2oqPncnQp5Ki$$_RTB,Tag,Scam/Fraud,2024-12-22 09:34 +0000,1.24452E+11,https://www.themediatrust.com?scsh=124451656629,3UFiBZsj2huo,Expired,22/12/2024,22/12/2024,f,3,prebid,,,,,,,xiaomi_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=9ed4b43df960cabb963ad1b97fd73d99,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud,
TMT-20240703-YMJ,1734827658304608909,dc1abc9bacdbcd503391a0ed998384af,TMT|banner$$20241222$$Inspiritum_dsp$$fyber$$228954$$_RTB,Tag,Malicious,2024-12-22 09:33 +0000,1.24452E+11,https://www.themediatrust.com?scsh=124451643673,3UFiBKEp2Kqx,Expired,22/12/2024,22/12/2024,f,3,fyber,,,,,,,Inspiritum_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=0b33ca41d322f31eb66356c1c7ca7e23,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain,
TMT-20240703-YMJ,1734826212703375911,6f3948b2fb93fe70eb03492753d809de,TMT|banner$$20241222$$Inspiritum_dsp$$unityads$$229760$$_RTB,Tag,Malicious,2024-12-22 09:30 +0000,1.24452E+11,https://www.themediatrust.com?scsh=124451588107,3UFiAHt61guX,Expired,22/12/2024,22/12/2024,f,3,unityads,,,,,,,Inspiritum_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=e91d48baa7fadcb3f576d80586f8ab12,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain,
TMT-20230609-VMQ,1734829665504289350,3acbc1e67b3593f2f2cb0e58d69e0b54,TMT|banner$$20241222$$bidswitch_dsp$$mvungle$$308_120899_2_23$$_RTB,Tag,Malicious - Indirect Evidence,2024-12-22 09:27 +0000,1.24452E+11,https://www.themediatrust.com?scsh=124451525898,3UFi9UaV1cq6,Expired,22/12/2024,22/12/2024,f,9,mvungle,,,,,,,bidswitch_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=711dc03e09577e46dbba8aa45782f933,Heuristic Flag,Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.,Generic Malware/Suspicious,Suspicious (Multiple indicators match known overt incidents but no overt actions detected.),Heuristic Flag,
TMT-20240703-YMJ,1734826749482205476,efbc7baad2d29955a0aad24de17989a2,TMT|banner$$20241222$$Inspiritum_dsp$$fyber$$231131$$_RTB,Tag,Malicious,2024-12-22 09:25 +0000,1.24452E+11,https://www.themediatrust.com?scsh=124451502764,3UFi8uDJ28go,Expired,22/12/2024,22/12/2024,f,3,fyber,,,,,,,Inspiritum_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=f97e11e419b7630feea23c37e08534c4,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain,
TMT-20240703-YMJ,1734829760985296233,e19237d276bb902cef46bb1322d4ab75,TMT|banner$$20241222$$bidswitch_dsp$$unityads$$367_231222$$_RTB,Landing Page,Malicious,2024-12-22 09:25 +0000,1.24452E+11,https://www.themediatrust.com?scsh=124451501981,3UFi8z3x2QP4,Expired,22/12/2024,22/12/2024,f,9,unityads,,,,,,,bidswitch_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=19ffc187211671679421c6f2634d2c39,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain,
TMT-20240625-TAM,1734829768927986666,5bab4f782f7a271c2f298e6a95ffb2dc,TMT|banner$$20241222$$pubnative$$applovinalx$$2149:10844205$$_RTB,Landing Page,Malicious - Indirect Evidence,2024-12-22 09:25 +0000,1.24452E+11,https://www.themediatrust.com?scsh=124451501817,3UFi8hfB267w,Expired,22/12/2024,22/12/2024,f,1,applovinalx,,,,,,,pubnative,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=dcab1a5aa4a22bfe9cd07f269876160f,DNE Domain,"Domain Does Not Exist: The flagged domain is not generating any content and is no longer connecting and executing during scanning. The Media Trust is not able to confirm the legitimacy of this domain. These types of domains often cause malicious redirects as they frequently expire and are associated with malicious content; bad actors take advantage of a domains one-time legitimacy and repurchase them to execute malicious campaigns.
To remediate this, please ensure this domain is removed from the delivery process and is no longer being called to and delivered. ",Generic Malware/Suspicious,Suspicious (Multiple indicators match known overt incidents but no overt actions detected.),DNE Domain,
TMT-20240625-TAM,1734829650302966189,c3c64f81116b28c2de929006151838cd,TMT|banner$$20241222$$tpmn_dsp$$unityads$$11430841$$_RTB,Landing Page,Malicious - Indirect Evidence,2024-12-22 09:24 +0000,1.24451E+11,https://www.themediatrust.com?scsh=124451470618,3UFi8UXd1pXX,Expired,22/12/2024,22/12/2024,f,99,unityads,,,,,,,tpmn_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=a70ccc0e9aa9993fb2ecf76ea605a0cf,DNE Domain,"Domain Does Not Exist: The flagged domain is not generating any content and is no longer connecting and executing during scanning. The Media Trust is not able to confirm the legitimacy of this domain. These types of domains often cause malicious redirects as they frequently expire and are associated with malicious content; bad actors take advantage of a domains one-time legitimacy and repurchase them to execute malicious campaigns.
To remediate this, please ensure this domain is removed from the delivery process and is no longer being called to and delivered. ",Generic Malware/Suspicious,Suspicious (Multiple indicators match known overt incidents but no overt actions detected.),DNE Domain,
TMT-20240429-OMT,1734826904516215053,ec447ea94bb440f6d916aff0b5a7c6b5,TMT|banner$$20241222$$bidswitch_dsp$$fyber$$176_CR51604794$$_RTB,Tag,Scam/Fraud,2024-12-22 09:29 +0000,1.24451E+11,https://www.themediatrust.com?scsh=124451466764,3UFiA7KU29eA,Expired,22/12/2024,22/12/2024,f,9,fyber,,,,,,,bidswitch_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=caff5ab7b5742457c4ccff99d84a48ff,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud,
TMT-20240429-OMT,1734827290441554001,8f1c83c749bdc32bacc68fcbeaf53c3b,TMT|banner$$20241222$$bidswitch_dsp$$vungle$$176_CR51796849$$_RTB,Tag,Scam/Fraud,2024-12-22 09:24 +0000,1.24451E+11,https://www.themediatrust.com?scsh=124451466060,3UFi8TT11q4a,Expired,22/12/2024,22/12/2024,f,9,vungle,,,,,,,bidswitch_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=accd79ab9f3f88ca0fde78c39bd9156f,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud,
TMT-20240416-JSP,1734826362067528309,2f819ea5d2a8fa3137d8ca9db189c3df,TMT|banner$$20241222$$bidswitch_dsp$$unityads$$176_CR51415335$$_RTB,Tag,Out Of Browser Redirect,2024-12-22 09:23 +0000,1.24451E+11,https://www.themediatrust.com?scsh=124451465271,3UFi86rj2CmQ,Expired,22/12/2024,22/12/2024,f,9,unityads,,,,,,,bidswitch_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=8a01eacc8857f42016a7e49898571499,App Store Redirect iOS,"This content has been seen to trigger click fraud activity in ad delivery as well as auto redirect users to the iTunes store without any user initiation. This content triggers a click action when the user has not yet clicked on any items causing the fraud to take place. The user is taken out of their current browser (or app) and forced into iTunes. Although not necessarily malicious, this behavior is unwanted and because of this, TMT is alerting on its presence.Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Out-of-browser Redirect,App Store Redirect iOS,
TMT-20240703-YMJ,1734827924625406798,c0c300ff6fac91e1eb8e14f42aa943ab,TMT|banner$$20241222$$bidswitch_dsp$$unityads$$367_232485$$_RTB,Tag,Malicious,2024-12-22 09:24 +0000,1.24451E+11,https://www.themediatrust.com?scsh=124451457375,3UFi8Rzx1CLx,Expired,22/12/2024,22/12/2024,f,9,unityads,,,,,,,bidswitch_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=7c7287dbf6d526b89176f361225b127a,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain,
TMT-20240429-OMT,1734828557164421280,916d986bf2c18f736d6a23e78997eefd,TMT|banner$$20241222$$bidswitch_dsp$$unityads$$176_CR51653014$$_RTB,Tag,Scam/Fraud,2024-12-22 09:23 +0000,1.24451E+11,https://www.themediatrust.com?scsh=124451457015,3UFi8KiM1DXc,Expired,22/12/2024,22/12/2024,f,9,unityads,,,,,,,bidswitch_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=cb1112ffb16919ef04b8540b41d1bc82,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud,
TMT-20230609-VMQ,1734826966856518177,7ba3e3832cd9c8e90f678ed94477e5d6,TMT|banner$$20241222$$bidswitch_dsp$$fyber$$308_120745_2_156$$_RTB,Tag,Malicious - Indirect Evidence,2024-12-22 09:23 +0000,1.24451E+11,https://www.themediatrust.com?scsh=124451456678,3UFi8EUt1NJs,Expired,22/12/2024,22/12/2024,f,9,fyber,,,,,,,bidswitch_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=729645e45ef1a887168ac14add79fabe,Heuristic Flag,Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.,Generic Malware/Suspicious,Suspicious (Multiple indicators match known overt incidents but no overt actions detected.),Heuristic Flag,
TMT-20230609-VMQ,1734829033072687461,90807f35a3b340a2ec5671f09d68aa87,TMT|banner$$20241222$$bidswitch_dsp$$mvungle$$308_120277_2_52$$_RTB,Tag,Malicious - Indirect Evidence,2024-12-22 09:24 +0000,1.24451E+11,https://www.themediatrust.com?scsh=124451455992,3UFi8SJk1ewW,Expired,22/12/2024,22/12/2024,f,9,mvungle,,,,,,,bidswitch_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=502c5818ed20ed73dfb64fcffe2108a1,Heuristic Flag,Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.,Generic Malware/Suspicious,Suspicious (Multiple indicators match known overt incidents but no overt actions detected.),Heuristic Flag,
TMT-20240429-OMT,1734827478959502481,6fca4173fd4b5d2a9083b606ad619e82,TMT|banner$$20241222$$bidswitch_dsp$$fyber$$176_CR51796847$$_RTB,Tag,Scam/Fraud,2024-12-22 09:23 +0000,1.24451E+11,https://www.themediatrust.com?scsh=124451455892,3UFi85Xm1JzX,Expired,22/12/2024,22/12/2024,f,9,fyber,,,,,,,bidswitch_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=7d71399861335eea7aec333d3703ae0b,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud,
TMT-20240225-ACY,1734827398085271153,c60ea141471a725b21b37ba3f28e1afa,TMT|banner$$20241222$$bidswitch_dsp$$fyber$$176_CR50918593$$_RTB,Tag,Out Of Browser Redirect,2024-12-22 09:22 +0000,1.24451E+11,https://www.themediatrust.com?scsh=124451455649,3UFi7pWh2Fe4,Expired,22/12/2024,22/12/2024,f,9,fyber,,,,,,,bidswitch_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=5870107bcc91e89fa3db5627fdae30d4,App Store Redirect Android,"This content has been seen to trigger click fraud activity in ad delivery as well as auto redirect users to the Google Play store without any user initiation. This content triggers a click action when the user has not yet clicked on any items causing the fraud to take place. The user is taken out of their current browser (or app) and forced into the Google Play store. Although not necessarily malicious, this behavior is unwanted and because of this, TMT is alerting on its presence.Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Out-of-browser Redirect,App Store Redirect Android,
TMT-20240503-MWB,1734825601374094898,4ed3968d182a096d7d099a8f412f9a1a,TMT|banner$$20241222$$bidswitch_dsp$$fyber$$308_121182_40$$_RTB,Tag,Malicious - Indirect Evidence,2024-12-22 09:24 +0000,1.24451E+11,https://www.themediatrust.com?scsh=124451455496,3UFi8QH81Cy2,Expired,22/12/2024,22/12/2024,f,9,fyber,,,,,,,bidswitch_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=d669611a7758498fb861cddc8e4e817a,Heuristic Flag,Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.,Generic Malware/Suspicious,Suspicious (Multiple indicators match known overt incidents but no overt actions detected.),Heuristic Flag,
TMT-20230609-VMQ,1734825604265640194,915bf03b83a0366f3f811ad216d4748a,TMT|banner$$20241222$$bidswitch_dsp$$fyber$$308_121116_4_68$$_RTB,Tag,Malicious - Indirect Evidence,2024-12-22 09:22 +0000,1.24451E+11,https://www.themediatrust.com?scsh=124451455061,3UFi7pER2cKm,Expired,22/12/2024,22/12/2024,f,9,fyber,,,,,,,bidswitch_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=dfe8f74181d8474b769e7f9d7461f9a1,Heuristic Flag,Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.,Generic Malware/Suspicious,Suspicious (Multiple indicators match known overt incidents but no overt actions detected.),Heuristic Flag,
TMT-20240703-YMJ,1734827944398573237,18e42c5996e1fd744600e0d309eccf3f,TMT|banner$$20241222$$bidswitch_dsp$$unityads$$367_232306$$_RTB,Tag,Malicious,2024-12-22 09:22 +0000,1.24451E+11,https://www.themediatrust.com?scsh=124451453665,3UFi7uLE23NW,Expired,22/12/2024,22/12/2024,f,9,unityads,,,,,,,bidswitch_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=da52b9c75467986497ff5b415b0ad6b3,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain,
TMT-20231122-BCO,1734829781524174191,9f5c19f647c86004c7f73436eebe2230,TMT|banner$$20241222$$bidswitch_dsp$$unityads$$308_121746_2_12$$_RTB,Tag,Malicious - Indirect Evidence,2024-12-22 09:22 +0000,1.24451E+11,https://www.themediatrust.com?scsh=124451446731,3UFi7sUo2HSQ,Expired,22/12/2024,22/12/2024,f,9,unityads,,,,,,,bidswitch_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=2555c7081e67178b01296e3819fe1362,Heuristic Flag,Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.,Generic Malware/Suspicious,Suspicious (Multiple indicators match known overt incidents but no overt actions detected.),Heuristic Flag,
TMT-20240102-VWR,1734826350347411804,8dbee332d3e56907c0ceb5915ff5d813,TMT|banner$$20241222$$bidswitch_dsp$$fyber$$176_CR50959172$$_RTB,Tag,Scam/Fraud,2024-12-22 09:22 +0000,1.24451E+11,https://www.themediatrust.com?scsh=124451435315,3UFi7rjZ2K6M,Expired,22/12/2024,22/12/2024,f,9,fyber,,,,,,,bidswitch_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=df0faf399994124f145b27af766eebf0,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud,
TMT-20240703-YMJ,1734826220978650875,8a5b7557e426f32b5327e549a6f8e1b7,TMT|banner$$20241222$$bidswitch_dsp$$unityads$$367_229836$$_RTB,Tag,Malicious,2024-12-22 09:21 +0000,1.24451E+11,https://www.themediatrust.com?scsh=124451433991,3UFi7hHW1dVd,Expired,22/12/2024,22/12/2024,f,9,unityads,,,,,,,bidswitch_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=eb696678892e83ff828b6dc67f9c5514,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain,
TMT-20240703-YMJ,1734825831806706635,ba52142c8fbf12356fd00965d3efd567,TMT|banner$$20241222$$bidswitch_dsp$$unityads$$367_232486$$_RTB,Tag,Malicious,2024-12-22 09:21 +0000,1.24451E+11,https://www.themediatrust.com?scsh=124451433865,3UFi7dta1Vub,Expired,22/12/2024,22/12/2024,f,9,unityads,,,,,,,bidswitch_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=93df80cc5a334792831f8c70c2e538b1,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain,
TMT-20240429-OMT,1734827287991005181,897d5f458cb813fb9e9d5e66fb85b591,TMT|banner$$20241222$$bidswitch_dsp$$fyber$$176_CR51796851$$_RTB,Tag,Scam/Fraud,2024-12-22 09:20 +0000,1.24451E+11,https://www.themediatrust.com?scsh=124451433857,3UFi7Kzi2oz6,Expired,22/12/2024,22/12/2024,f,9,fyber,,,,,,,bidswitch_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=01ec272099b7af7abbb5470f6e0b56e6,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud,
TMT-20230609-VMQ,1734830395859454173,4b17aee6704dca6e09311fb472bb9385,TMT|banner$$20241222$$bidswitch_dsp$$fyber$$308_120745_2_157$$_RTB,Tag,Malicious - Indirect Evidence,2024-12-22 09:22 +0000,1.24451E+11,https://www.themediatrust.com?scsh=124451433808,3UFi7myA1jY9,Expired,22/12/2024,22/12/2024,f,9,fyber,,,,,,,bidswitch_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=31e7da60246ff388febf11ebb094d4b8,Heuristic Flag,Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.,Generic Malware/Suspicious,Suspicious (Multiple indicators match known overt incidents but no overt actions detected.),Heuristic Flag,
