country,provider_account,hit_type,named_threat,threat_behavior,malware_condition,incident,tag_name,Count
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241107-NYR,d=7&s=165&ci=&cri=555_165_724046646478&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241107-NYR,d=7&s=165&ci=&cri=555_165_724046646454&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241107-NYR,d=7&s=165&ci=&cri=555_165_724046447884&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241107-NYR,d=7&s=165&ci=&cri=555_165_720250791963&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241107-NYR,d=7&s=165&ci=&cri=555_165_718325256874&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241107-NYR,d=7&s=165&ci=&cri=555_165_718324985032&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241029-RBK,d=7&s=165&ci=&cri=555_165_725972078326&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241029-RBK,d=7&s=165&ci=&cri=555_165_725972077912&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241029-RBK,d=7&s=165&ci=&cri=555_165_725155884453&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241029-RBK,d=7&s=165&ci=&cri=555_165_725155884123&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241107-NYR,d=7&s=165&ci=&cri=555_165_724046646643&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241124-BFN,d=7&s=165&ci=&cri=555_165_724758894435&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241124-BFN,d=7&s=165&ci=&cri=555_165_724758894408&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241124-BFN,d=7&s=165&ci=&cri=555_165_724758894405&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241124-BFN,d=7&s=165&ci=&cri=555_165_724758892242&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241124-BFN,d=7&s=165&ci=&cri=555_165_724121936630&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241122-REC,d=7&s=165&ci=&cri=555_165_714556735801&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241122-REC,d=7&s=165&ci=&cri=555_165_714556735360&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241120-REX,d=7&s=165&ci=&cri=555_165_723569210158&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241120-REX,d=7&s=165&ci=&cri=555_165_723569210071&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241120-REX,d=7&s=165&ci=&cri=555_165_721944859087&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241119-QTG,d=7&s=165&ci=&cri=555_165_721520746259&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241119-QTG,d=7&s=165&ci=&cri=555_165_725813879006&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241119-QTG,d=7&s=165&ci=&cri=555_165_725294628446&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241119-QTG,d=7&s=165&ci=&cri=555_165_725294628380&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241119-QTG,d=7&s=165&ci=&cri=555_165_725294628368&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241119-QTG,d=7&s=165&ci=&cri=555_165_725002721732&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241119-QTG,d=7&s=165&ci=&cri=555_165_724452502026&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241119-QTG,d=7&s=165&ci=&cri=555_165_724452499857&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241119-QTG,d=7&s=165&ci=&cri=555_165_724421706689&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241119-QTG,d=7&s=165&ci=&cri=555_165_724421705411&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241119-QTG,d=7&s=165&ci=&cri=555_165_724421704745&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241119-QTG,d=7&s=165&ci=&cri=555_165_726828969555&at=0&t=1,1
